id,kor_co_nm,fin_prdt_cd,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,fin_co_subm_day,max_limit
1346,키움예스저축은행,240041,SB톡톡 회전yes정기예금(1년단위 변동금리상품) (비대면),['스마트폰'],"*만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리","*회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동
*중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용",1,제한없음,*가입기간 36개월(회전주기 매1년),202411140935,-1
1347,더케이저축은행,240042,정기예금,['영업점'],"-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,1,제한없음,없음,202411140913,-1
1348,더케이저축은행,240045,e-정기예금,"['인터넷', '스마트폰']","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,1,제한없음,"-인터넷뱅킹, 스마트폰뱅킹 전용",202411140913,-1
1349,더케이저축은행,240074,회전식정기예금(1년단위 변동금리상품),['영업점'],"-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,1,제한없음,변동금리,202411140913,-1
1350,더케이저축은행,240076,e-회전식정기예금(1년단위 변동금리상품),"['인터넷', '스마트폰']","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,1,제한없음,변동금리,202411140913,-1
1351,조은저축은행,024240001,정기예금(서울본점),['영업점'],"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,1,제한없음,없음,202411150835,-1
1352,조은저축은행,024241001,정기예금(여수지점),['영업점'],"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,1,제한없음,없음,202411150835,-1
1353,조은저축은행,024242001,e-정기예금,"['인터넷', '스마트폰']","- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,1,제한없음,"인터넷, 스마트폰 전용",202411150835,-1
1354,에스비아이저축은행,250033,정기예금,"['영업점', '인터넷', '스마트폰']","- 만기 후 1개월 이하: 약정금리

- 만기 후 1개월 초과: 연0.2%",- 비대면(인터넷뱅킹 또는 사이다뱅크APP)우대금리 : 연0.1%,1,제한없음,없음,202410280935,-1
1355,에스비아이저축은행,250035,회전정기예금,"['영업점', '인터넷', '스마트폰']","- 만기 후 1개월 이하: 약정금리

- 만기 후 1개월 초과: 연0.2%","- 비대면(인터넷뱅킹 또는 사이다뱅크APP)우대금리 : 연0.1%

- 회전주기우대금리 : 연0.1%",1,제한없음,-1년 마다 고시이율이 적용되는 변동금리 상품,202410280935,-1
1356,바로저축은행,240001,정기예금,['영업점'],"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,"1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 3.00% (정기예금 12개월만 3.62% 적용)",202411220831,-1
1357,바로저축은행,240002,스마트정기예금(인터넷),['인터넷'],"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,"1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 3.00% (정기예금 12개월만 3.62% 적용)",202411220831,-1
1358,바로저축은행,240010,SB톡톡 정기예금(비대면),['스마트폰'],"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,"1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 3.00% (정기예금 12개월만 3.62% 적용)",202411220831,-1
1359,바로저축은행,240033,바로6개월 정기예금,['영업점'],"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,1. 최소가입금액: 10만원이상,202411220831,-1
1360,바로저축은행,240035,바로6개월 정기예금(비대면),"['인터넷', '스마트폰']","* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,1,제한없음,1. 최소가입금액: 10만원이상,202411220831,-1
1361,다올저축은행,240044,Fi 정기예금 (대면),"['인터넷', '스마트폰']","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",202411200849,-1
1362,다올저축은행,240046,Fi 정기예금 (비대면),"['인터넷', '스마트폰']","- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",202411200849,-1
1363,다올저축은행,240050,Fi 리볼빙 정기예금 (대면),['영업점'],"- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 변동금리 상품 :가입기간36개월(가입 후 매1년 회전주기 단위로 약정이율 변동) /약정이율 : 회전시점의 Fi정기예금(비대면) 12개월 금리+0.05% / 중도해지이율 : 1개월미만 : 신규일(또는 최종회전일)의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 12개월미만 : 약정이율X60%",202411200849,-1
1364,다올저축은행,240052,Fi 리볼빙 정기예금 (비대면),"['인터넷', '스마트폰']","- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,"* 변동금리 상품 :가입기간은 36개월(가입 후 매1년 회전주기 단위로 약정이율 변동) /약정이율 : 회전시점의 Fi정기예금(비대면) 12개월 금리+0.05% /중도해지이율 : 1개월미만 : 신규일(또는 최종회전일)의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 12개월미만 : 약정이율X60%",202411200849,-1
1365,다올저축은행,240061,Fi 자유해지 정기예금(변동) (대면),['영업점'],"- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,* 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일,202401120851,-1
1366,다올저축은행,240062,Fi 자유해지 정기예금(변동) (비대면),"['인터넷', '스마트폰']","- 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",없음,1,제한없음,* 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일,202401120851,-1
1367,다올저축은행,240065,Fi 하이브리드 정기예금 (대면),['영업점'],"- 1개월 까지 : 당초 기본금리와 만기시점 기본금리를 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",해당없음,1,제한없음,"* 하루만 맡겨도 기본금리 적용, 만기시에는 추가금리가 더해지는 12개월 정기예금
*중도해지이율 : 기본금리
*만기해지이율 : 기본금리+추가금리",202409300855,-1
1368,다올저축은행,240066,Fi 하이브리드 정기예금 (비대면),"['인터넷', '스마트폰']","- 1개월 까지 : 당초 기본금리와 만기시점 기본금리를 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%",해당없음,1,제한없음,"* 하루만 맡겨도 기본금리 적용, 만기시에는 추가금리가 더해지는 12개월 정기예금
*중도해지이율 : 기본금리
*만기해지이율 : 기본금리+추가금리",202409300855,-1
1369,다올저축은행,240069,Fi 리볼빙 정기예금(6M)(대면),['영업점'],"- 만기후 1개월이내 : 마지막 회전도래시 약정이율 또는 만기시점 동일상품의 신규 약정이율 중 낮은 이율
- 만기후 1개월초과 : 연 0.1%",없음,1,제한없음,"* 변동금리 상품 : 가입기간 36개월 (가입 후 매 6개월 회전주기 단위로 약정이율 변동)
* 중도해지이율 : 1개월미만 - 신규일의 보통예금 금리, 6개월미만 : 약정이율X50%,",202411180848,-1
1370,다올저축은행,240071,Fi 리볼빙 정기예금(6M)(비대면),"['인터넷', '스마트폰']","- 만기후 1개월이내 : 마지막 회전도래시 약정이율 또는 만기시점 동일상품의 신규 약정이율 중 낮은 이율
- 만기후 1개월초과 : 연 0.1%",없음,1,제한없음,"* 변동금리 상품 : 가입기간 36개월 (가입 후 매 6개월 회전주기 단위로 약정이율 변동)
* 중도해지이율 : 1개월미만 - 신규일의 보통예금 금리, 6개월미만 : 약정이율X50%,",202411180848,-1
1371,유안타저축은행,24,정기예금,['영업점'],"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,202411140917,-1
1372,유안타저축은행,24-1,e-정기예금,"['인터넷', '스마트폰']","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,202411140917,-1
1373,유안타저축은행,24-2,회전정기예금 (변동금리),['영업점'],"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,202411140917,-1
1374,유안타저축은행,24-3,SB톡톡 정기예금 (비대면),['스마트폰'],"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,202411140917,-1
1375,유안타저축은행,24-4,e-회전정기예금 (변동금리),"['인터넷', '스마트폰']","만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,202411140917,-1
1376,유안타저축은행,24-5,SB톡톡 회전정기예금 (비대면),['스마트폰'],"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,1,제한없음,없음,202411140917,-1
1377,고려저축은행,240036,정기예금,['영업점'],"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,비거주 외국인 외 제한없음,-,202411141755,-1
1378,고려저축은행,240037,정기예금(비대면),"['인터넷', '스마트폰']","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,비거주 외국인 외 제한없음,-,202411141755,-1
1379,고려저축은행,240042,회전정기예금,['영업점'],"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,비거주 외국인 외 제한없음,-,202411141755,-1
1380,고려저축은행,240043,회전정기예금(비대면),"['인터넷', '스마트폰']","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,비거주 외국인 외 제한없음,-,202411141755,-1
1381,고려저축은행,240058,GPS 정기예금(비대면),"['인터넷', '스마트폰']","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,-비거주 외국인 외 제한없음 - 비대면 전용,-,202411141755,-1
1382,고려저축은행,240060,GPS 회전정기예금(비대면),"['인터넷', '스마트폰']","*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,1,-비거주 외국인 외 제한없음 - 비대면 전용,-,202411141755,-1
1383,국제저축은행,KJ0001A,꿈 찾아 정기예금,['영업점'],"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",없음,1,제한없음,"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",202409060832,-1
1384,국제저축은행,KJ0004A,꿈 찾아 정기예금(비대면),['스마트폰'],"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",없음,1,만 19세 이상의 개인,"만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용",202409060832,50000000
1385,디에이치저축은행,DH001,정기예금,['영업점'],"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,1,제한없음,없음,202411110820,-1
1386,디에이치저축은행,DH002,정기예금(비대면),"['인터넷', '스마트폰']","*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,1,제한없음,없음,202411110820,-1
1387,흥국저축은행,240001,정기예금,['영업점'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,202410250916,-1
1388,흥국저축은행,240005,E-정기예금,['인터넷'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,202410250916,-1
1389,흥국저축은행,240007,S-정기예금,['스마트폰'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,202410250916,-1
1390,흥국저축은행,240010,비대면 정기예금,['스마트폰'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,202410250916,-1
1391,우리저축은행,240004,정기예금,['영업점'],"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,202411070933,-1
1392,우리저축은행,240006,정기예금(비대면),"['인터넷', '스마트폰']","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,"제한없음(단,미성년자,비거주외국인제외)",없음,202409230809,-1
1393,인성저축은행,240013,정기예금,['영업점'],"-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",없음,1,-제한없음,-없음,202411220806,-1
1394,인성저축은행,240015,e-정기예금,"['인터넷', '스마트폰']","-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",없음,1,-만19세이상의 개인,-통장을 발급하지 않는 온라인 전용상품으로 영업점 해지시 우대금리 적용불가,202411220806,-1
1395,인성저축은행,240017,회전정기예금,['영업점'],"-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",없음,1,-제한없음,"- 상품최초 가입일자부터 1년이 경과하여 해지하는 경우에는 금번 금리변경＊전 일자까지는 약정이율이 적용되고, 금번 금리변경일 이후 1년 경과 전 중도해지 시 위 기간별 중도해지이율이 적용됩니다.
* 본건 회전식정기예금 금리는 최초가입 일부터 1년 단위로 변경 적용되며, 적용되는 약정이율은 
금리변경일의 당행 회전식 정기예금 금리가 적용됩니다.",202411220806,-1
1396,인성저축은행,240019,e-회전정기예금,"['인터넷', '스마트폰']","-1개월이내 : 약정이율
-1개월초과 : 보통예금이율",없음,1,-만19세이상의 개인,"- 상품최초 가입일자부터 1년이 경과하여 해지하는 경우에는 금번 금리변경＊전 일자까지는 약정이율이 적용되고, 금번 금리변경일 이후 1년 경과 전 중도해지 시 위 기간별 중도해지이율이 적용됩니다.
* 본건 회전식정기예금 금리는 최초가입 일부터 1년 단위로 변경 적용되며, 적용되는 약정이율은 
금리변경일의 당행 e-회전식 정기예금 금리가 적용됩니다.",202411220806,-1
1397,금화저축은행,KH2400,정기예금,['영업점'],"① 만기 후 1개월 이내 : 약정금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%)",창구전용상품,1,제한없음,"중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 12개월이상~24개월미만 : 약정이율X60%
⑤ 24개월이상~36개월미만 : 약정이율X70%",202411120845,-1
1398,금화저축은행,KH2401,e-정기예금,"['인터넷', '스마트폰']","① 만기 후 1개월 이내 : 약정금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%)",-,1,인터넷 및 모바일뱅킹 사용자,"중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 12개월이상~24개월미만 : 약정이율X60%
⑤ 24개월이상~36개월미만 : 약정이율X70%",202411120845,-1
1399,금화저축은행,KH2402,비대면-정기예금,['스마트폰'],"① 만기 후 1개월 이내 : 약정금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%)",-,1,비대면 어플사용자,"중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 12개월이상~24개월미만 : 약정이율X60%
⑤ 24개월이상~36개월미만 : 약정이율X70%",202411120845,-1
1400,금화저축은행,KH2403,"회전정기예금(1년단위,변동금리)",['영업점'],"① 만기 후 1개월 이내 : 최종회전금리와 만기시 동일상품 신규 약정금리 중 낮은 금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%)",창구전용상품,1,제한없음,"변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 완료된 회전주기기간(12개월) : 약정이율(12개월주기마다 변동이율 적용)",202411120845,-1
1401,금화저축은행,KH2404,"e-회전정기예금(1년단위,변동금리)","['인터넷', '스마트폰']","① 만기 후 1개월 이내 : 최종회전금리와 만기시 동일상품 신규 약정금리 중 낮은 금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%)",-,1,인터넷 및 모바일뱅킹 사용자,"변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 완료된 회전주기기간(12개월) : 약정이율(12개월주기마다 변동이율 적용)",202411120845,-1
1402,인천저축은행,240012,정기예금,['영업점'],1. 1개월이내 : 최초약정이율 / 2. 1개월초과 : 연 0.1%,창구전용상품,1,제한없음,예금가입금액 10만원이상,202411180832,-1
1403,인천저축은행,240014,e-보다 정기예금,"['인터넷', '스마트폰']",1. 1개월이내 : 최초약정이율 / 2. 1개월초과 : 연 0.1%,인터넷뱅킹 전용상품,1,제한없음,예금가입금액 10만원이상,202411180832,-1
1404,인천저축은행,240018,회전정기예금,['영업점'],1. 1개월이내 : 만기시점 동일상품 신규 약정금리 / 2. 1개월초과 : 연 0.1%,창구전용상품,1,제한없음,예금가입금액 10만원이상,202411180832,-1
1405,인천저축은행,240020,e-보다회전정기예금,"['인터넷', '스마트폰']",1. 1개월이내 : 만기시점 동일상품 신규 약정금리 / 2. 1개월초과 : 연 0.1%,인터넷뱅킹 전용상품,1,제한없음,예금가입금액 10만원이상,202411180832,-1
1406,모아저축은행,240072,정기예금,['영업점'],1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,1,제한없음,1인당 가입금액 : 10만원 이상,202411080842,-1
1407,모아저축은행,240074,e-모아 정기예금,"['인터넷', '스마트폰']",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,1,제한없음,1인당 가입금액 : 10만원 이상,202411080842,-1
1408,모아저축은행,240078,회전 정기예금,['영업점'],1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,1,제한없음,1인당 가입금액 : 10만원 이상,202411080842,-1
1409,모아저축은행,240080,e-회전 정기예금,"['인터넷', '스마트폰']",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,1,제한없음,1인당 가입금액 : 10만원 이상,202411080842,-1
1410,모아저축은행,240086,앱전용 회전 정기예금,['스마트폰'],"- 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리
- 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율",없음,1,제한없음,1인당 가입금액 : 10만원 이상,202411080842,-1
1411,모아저축은행,240090,앱전용 6개월 회전 정기예금,['스마트폰'],"- 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리
- 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율",없음,1,제한없음,1인당 가입금액 : 10만원 이상,202411080842,-1
1412,대백저축은행,240000,정기예금,['영업점'],"1개월이내-약정이율과 현행이율중 낮은이율
1개월 초과-보통예금이율(0.2%)",없음,1,제한없음,해당없음,202411040913,-1
1413,대백저축은행,240007,애플정기예금,"['인터넷', '스마트폰']","1개월이내-약정이율과 현행이율중 낮은이율
1개월 초과-보통예금이율(0.2%)",없음,1,제한없음,해당없음,202411040913,-1
1414,유니온상호저축은행,240014,정기예금,['영업점'],"* 1개월 이내 : 약정이율과 현행이율 중에 낮은 금리

* 1개월 초과 : 보통예금 이율",없음,1,제한없음,"2019년 7월 1일 이후 신규분
*1개월미만 :계약일의 보통예금 이율
*1개월~3개월 미만 :약정이율의 50%
*3개월~6개월 미만 :약정이율의 55%
* 6개월~24개월 미만 :약정이율의 60%
* 24개월 이상 :약정이율의 70%",202410230842,-1
1415,유니온상호저축은행,240016,e-정기예금,"['인터넷', '스마트폰']","* 1개월 이내 : 약정이율과 현행이율 중에 낮은 금리

* 1개월 초과 : 보통예금 이율",없음,1,제한없음,"2019년 7월 1일 이후 신규분
*1개월미만 :계약일의 보통예금 이율
*1개월~3개월 미만 :약정이율의 50%
*3개월~6개월 미만 :약정이율의 55%
* 6개월~24개월 미만 :약정이율의 60%
* 24개월 이상 :약정이율의 70%",202410230842,-1
1416,엠에스상호저축은행,240001,정기예금,['영업점'],"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",없음,1,제한없음,해당없음,202410240918,-1
1417,엠에스상호저축은행,240009,e-정기예금,"['인터넷', '스마트폰']","- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",없음,1,인터넷뱅킹 및 스마트폰 뱅킹 신청자,해당없음,202410240918,-1
1418,안국저축은행,24-0001,정기예금,['영업점'],"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,1,제한없음,없음,202411150936,-1
1419,안국저축은행,24-0002,e-정기예금,"['인터넷', '스마트폰']","1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,1,제한없음,없음,202411150936,-1
1420,안국저축은행,24-0003,정기예금(비대면),['스마트폰'],"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,1,제한없음,없음,202411150936,-1
1421,남양저축은행,NY240001,정기예금,['영업점'],"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,1,제한없음,"중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",202411180922,-1
1422,남양저축은행,NY240004,e-정기예금,"['인터넷', '스마트폰']","만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,1,제한없음,"중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",202411180922,-1
1423,남양저축은행,NY240009,비대면-정기예금,['스마트폰'],"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%",없음,1,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 미국인 납세자에 해당하지 않는 고객","중도해지 이율 : 1개월미만 : 계약일의 보통예금 금리, 1개월이상 6개월미만 : 약정이율의 50%, 6개월이상 12개월미만 : 약정이율의 55%. 12개월 이상 : 약정이율의 65%",202411180922,-1
1424,부림저축은행,240001,정기예금,['영업점'],"- 만기후 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은금리
- 만기후 1개월 초과 : 연 0.25%",없음,1,개인 및 법인고객,.,202411060836,-1
1425,부림저축은행,240016,톡톡정기예금(비대면),"['인터넷', '스마트폰']","- 만기후 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은금리
- 만기후 1개월 초과 : 연 0.25%",없음,1,개인고객,.,202411060836,-1
1426,키움저축은행,240001,정기예금,['영업점'],"-만기후 1개월 이내
당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)
※2019년 7월 1일 이후 신규 가입 계좌에 한함.",없음,1,제한없음,없음,202411120819,-1
